,Country,Country Code,Year,GDP,Topic,Gender,PISA-Score
392,Estonia,EST,2006,19313.26424,PISASCIENCE,BOY,530.0
393,Estonia,EST,2006,19313.26424,PISASCIENCE,GIRL,533.0
394,Estonia,EST,2006,19313.26424,PISASCIENCE,TOT,531.0
395,Finland,FIN,2006,34419.38065,PISAMATH,BOY,554.0
396,Finland,FIN,2006,34419.38065,PISAMATH,GIRL,543.0
397,Finland,FIN,2006,34419.38065,PISAMATH,TOT,548.0
398,Finland,FIN,2006,34419.38065,PISAREAD,BOY,521.0
399,Finland,FIN,2006,34419.38065,PISAREAD,GIRL,572.0
400,Finland,FIN,2006,34419.38065,PISAREAD,TOT,547.0
401,Finland,FIN,2006,34419.38065,PISASCIENCE,BOY,562.0
402,Finland,FIN,2006,34419.38065,PISASCIENCE,GIRL,565.0
403,Finland,FIN,2006,34419.38065,PISASCIENCE,TOT,563.0
404,France,FRA,2006,32434.86026,PISAMATH,BOY,499.0
405,France,FRA,2006,32434.86026,PISAMATH,GIRL,492.0
406,France,FRA,2006,32434.86026,PISAMATH,TOT,496.0
407,France,FRA,2006,32434.86026,PISAREAD,BOY,470.0
408,France,FRA,2006,32434.86026,PISAREAD,GIRL,505.0
409,France,FRA,2006,32434.86026,PISAREAD,TOT,488.0
410,France,FRA,2006,32434.86026,PISASCIENCE,BOY,497.0
411,France,FRA,2006,32434.86026,PISASCIENCE,GIRL,494.0
412,France,FRA,2006,32434.86026,PISASCIENCE,TOT,495.0
413,United Kingdom,GBR,2006,34767.00114,PISAMATH,BOY,504.0
414,United Kingdom,GBR,2006,34767.00114,PISAMATH,GIRL,487.0
415,United Kingdom,GBR,2006,34767.00114,PISAMATH,TOT,495.0
416,United Kingdom,GBR,2006,34767.00114,PISAREAD,BOY,480.0
417,United Kingdom,GBR,2006,34767.00114,PISAREAD,GIRL,510.0
418,United Kingdom,GBR,2006,34767.00114,PISAREAD,TOT,495.0
419,United Kingdom,GBR,2006,34767.00114,PISASCIENCE,BOY,520.0
420,United Kingdom,GBR,2006,34767.00114,PISASCIENCE,GIRL,510.0
421,United Kingdom,GBR,2006,34767.00114,PISASCIENCE,TOT,515.0
422,Greece,GRC,2006,28519.53894,PISAMATH,BOY,462.0
423,Greece,GRC,2006,28519.53894,PISAMATH,GIRL,457.0
424,Greece,GRC,2006,28519.53894,PISAMATH,TOT,459.0
425,Greece,GRC,2006,28519.53894,PISAREAD,BOY,432.0
426,Greece,GRC,2006,28519.53894,PISAREAD,GIRL,488.0
427,Greece,GRC,2006,28519.53894,PISAREAD,TOT,460.0
428,Greece,GRC,2006,28519.53894,PISASCIENCE,BOY,468.0
429,Greece,GRC,2006,28519.53894,PISASCIENCE,GIRL,479.0
430,Greece,GRC,2006,28519.53894,PISASCIENCE,TOT,473.0
431,Hungary,HUN,2006,18342.71523,PISAMATH,BOY,496.0
432,Hungary,HUN,2006,18342.71523,PISAMATH,GIRL,486.0
433,Hungary,HUN,2006,18342.71523,PISAMATH,TOT,491.0
434,Hungary,HUN,2006,18342.71523,PISAREAD,BOY,463.0
435,Hungary,HUN,2006,18342.71523,PISAREAD,GIRL,503.0
436,Hungary,HUN,2006,18342.71523,PISAREAD,TOT,482.0
437,Hungary,HUN,2006,18342.71523,PISASCIENCE,BOY,507.0
438,Hungary,HUN,2006,18342.71523,PISASCIENCE,GIRL,501.0
439,Hungary,HUN,2006,18342.71523,PISASCIENCE,TOT,504.0
440,Indonesia,IDN,2006,6534.07551,PISAMATH,BOY,399.0
441,Indonesia,IDN,2006,6534.07551,PISAMATH,GIRL,382.0
442,Indonesia,IDN,2006,6534.07551,PISAMATH,TOT,391.0
443,Indonesia,IDN,2006,6534.07551,PISAREAD,BOY,384.0
444,Indonesia,IDN,2006,6534.07551,PISAREAD,GIRL,402.0
445,Indonesia,IDN,2006,6534.07551,PISAREAD,TOT,393.0
446,Indonesia,IDN,2006,6534.07551,PISASCIENCE,BOY,399.0
447,Indonesia,IDN,2006,6534.07551,PISASCIENCE,GIRL,387.0
448,Indonesia,IDN,2006,6534.07551,PISASCIENCE,TOT,393.0
449,Ireland,IRL,2006,44204.9969,PISAMATH,BOY,507.0
450,Ireland,IRL,2006,44204.9969,PISAMATH,GIRL,496.0
451,Ireland,IRL,2006,44204.9969,PISAMATH,TOT,501.0
452,Ireland,IRL,2006,44204.9969,PISAREAD,BOY,500.0
453,Ireland,IRL,2006,44204.9969,PISAREAD,GIRL,534.0
454,Ireland,IRL,2006,44204.9969,PISAREAD,TOT,517.0
455,Ireland,IRL,2006,44204.9969,PISASCIENCE,BOY,508.0
456,Ireland,IRL,2006,44204.9969,PISASCIENCE,GIRL,509.0
457,Ireland,IRL,2006,44204.9969,PISASCIENCE,TOT,508.0
458,Iceland,ISL,2006,39093.95196,PISAMATH,BOY,503.0
459,Iceland,ISL,2006,39093.95196,PISAMATH,GIRL,508.0
460,Iceland,ISL,2006,39093.95196,PISAMATH,TOT,506.0
461,Iceland,ISL,2006,39093.95196,PISAREAD,BOY,460.0
462,Iceland,ISL,2006,39093.95196,PISAREAD,GIRL,509.0
463,Iceland,ISL,2006,39093.95196,PISAREAD,TOT,484.0
464,Iceland,ISL,2006,39093.95196,PISASCIENCE,BOY,488.0
465,Iceland,ISL,2006,39093.95196,PISASCIENCE,GIRL,494.0
466,Iceland,ISL,2006,39093.95196,PISASCIENCE,TOT,491.0
467,Israel,ISR,2006,25678.71429,PISAMATH,BOY,448.0
468,Israel,ISR,2006,25678.71429,PISAMATH,GIRL,436.0
469,Israel,ISR,2006,25678.71429,PISAMATH,TOT,442.0
470,Israel,ISR,2006,25678.71429,PISAREAD,BOY,417.0
471,Israel,ISR,2006,25678.71429,PISAREAD,GIRL,460.0
472,Israel,ISR,2006,25678.71429,PISAREAD,TOT,439.0
473,Israel,ISR,2006,25678.71429,PISASCIENCE,BOY,456.0
474,Israel,ISR,2006,25678.71429,PISASCIENCE,GIRL,452.0
475,Israel,ISR,2006,25678.71429,PISASCIENCE,TOT,454.0
476,Italy,ITA,2006,32419.93615,PISAMATH,BOY,470.0
477,Italy,ITA,2006,32419.93615,PISAMATH,GIRL,453.0
478,Italy,ITA,2006,32419.93615,PISAMATH,TOT,462.0
479,Italy,ITA,2006,32419.93615,PISAREAD,BOY,448.0
480,Italy,ITA,2006,32419.93615,PISAREAD,GIRL,489.0
481,Italy,ITA,2006,32419.93615,PISAREAD,TOT,469.0
482,Italy,ITA,2006,32419.93615,PISASCIENCE,BOY,477.0
483,Italy,ITA,2006,32419.93615,PISASCIENCE,GIRL,474.0
484,Italy,ITA,2006,32419.93615,PISASCIENCE,TOT,475.0
485,Japan,JPN,2006,33090.19626,PISAMATH,BOY,533.0
486,Japan,JPN,2006,33090.19626,PISAMATH,GIRL,513.0
487,Japan,JPN,2006,33090.19626,PISAMATH,TOT,523.0
488,Japan,JPN,2006,33090.19626,PISAREAD,BOY,483.0
489,Japan,JPN,2006,33090.19626,PISAREAD,GIRL,513.0
490,Japan,JPN,2006,33090.19626,PISAREAD,TOT,498.0
491,Japan,JPN,2006,33090.19626,PISASCIENCE,BOY,533.0
492,Japan,JPN,2006,33090.19626,PISASCIENCE,GIRL,530.0
493,Japan,JPN,2006,33090.19626,PISASCIENCE,TOT,531.0
494,"Korea, Rep.",KOR,2006,25820.97163,PISAMATH,BOY,552.0
495,"Korea, Rep.",KOR,2006,25820.97163,PISAMATH,GIRL,543.0
496,"Korea, Rep.",KOR,2006,25820.97163,PISAMATH,TOT,547.0
497,"Korea, Rep.",KOR,2006,25820.97163,PISAREAD,BOY,539.0
498,"Korea, Rep.",KOR,2006,25820.97163,PISAREAD,GIRL,574.0
499,"Korea, Rep.",KOR,2006,25820.97163,PISAREAD,TOT,556.0
500,"Korea, Rep.",KOR,2006,25820.97163,PISASCIENCE,BOY,521.0
501,"Korea, Rep.",KOR,2006,25820.97163,PISASCIENCE,GIRL,523.0
502,"Korea, Rep.",KOR,2006,25820.97163,PISASCIENCE,TOT,522.0
503,Luxembourg,LUX,2006,77951.36474,PISAMATH,BOY,498.0
504,Luxembourg,LUX,2006,77951.36474,PISAMATH,GIRL,482.0
505,Luxembourg,LUX,2006,77951.36474,PISAMATH,TOT,490.0
506,Luxembourg,LUX,2006,77951.36474,PISAREAD,BOY,464.0
507,Luxembourg,LUX,2006,77951.36474,PISAREAD,GIRL,495.0
508,Luxembourg,LUX,2006,77951.36474,PISAREAD,TOT,479.0
509,Luxembourg,LUX,2006,77951.36474,PISASCIENCE,BOY,491.0
510,Luxembourg,LUX,2006,77951.36474,PISASCIENCE,GIRL,482.0
511,Luxembourg,LUX,2006,77951.36474,PISASCIENCE,TOT,486.0
512,Latvia,LVA,2006,15745.10313,PISAMATH,TOT,486.0
513,Latvia,LVA,2006,15745.10313,PISAREAD,TOT,479.0
514,Latvia,LVA,2006,15745.10313,PISASCIENCE,TOT,490.0
515,Mexico,MEX,2006,13808.17762,PISAMATH,BOY,410.0
516,Mexico,MEX,2006,13808.17762,PISAMATH,GIRL,401.0
517,Mexico,MEX,2006,13808.17762,PISAMATH,TOT,406.0
518,Mexico,MEX,2006,13808.17762,PISAREAD,BOY,393.0
519,Mexico,MEX,2006,13808.17762,PISAREAD,GIRL,427.0
520,Mexico,MEX,2006,13808.17762,PISAREAD,TOT,410.0
521,Mexico,MEX,2006,13808.17762,PISASCIENCE,BOY,413.0
522,Mexico,MEX,2006,13808.17762,PISASCIENCE,GIRL,406.0
523,Mexico,MEX,2006,13808.17762,PISASCIENCE,TOT,410.0
524,Netherlands,NLD,2006,40971.26076,PISAMATH,BOY,537.0
525,Netherlands,NLD,2006,40971.26076,PISAMATH,GIRL,524.0
526,Netherlands,NLD,2006,40971.26076,PISAMATH,TOT,531.0
527,Netherlands,NLD,2006,40971.26076,PISAREAD,BOY,495.0
528,Netherlands,NLD,2006,40971.26076,PISAREAD,GIRL,519.0
529,Netherlands,NLD,2006,40971.26076,PISAREAD,TOT,507.0
530,Netherlands,NLD,2006,40971.26076,PISASCIENCE,BOY,528.0
531,Netherlands,NLD,2006,40971.26076,PISASCIENCE,GIRL,521.0
532,Netherlands,NLD,2006,40971.26076,PISASCIENCE,TOT,525.0
533,Norway,NOR,2006,54104.28927,PISAMATH,BOY,493.0
534,Norway,NOR,2006,54104.28927,PISAMATH,GIRL,487.0
535,Norway,NOR,2006,54104.28927,PISAMATH,TOT,490.0
536,Norway,NOR,2006,54104.28927,PISAREAD,BOY,462.0
537,Norway,NOR,2006,54104.28927,PISAREAD,GIRL,508.0
538,Norway,NOR,2006,54104.28927,PISAREAD,TOT,484.0
539,Norway,NOR,2006,54104.28927,PISASCIENCE,BOY,484.0
540,Norway,NOR,2006,54104.28927,PISASCIENCE,GIRL,489.0
541,Norway,NOR,2006,54104.28927,PISASCIENCE,TOT,487.0
542,New Zealand,NZL,2006,27758.16574,PISAMATH,BOY,527.0
543,New Zealand,NZL,2006,27758.16574,PISAMATH,GIRL,517.0
544,New Zealand,NZL,2006,27758.16574,PISAMATH,TOT,522.0
545,New Zealand,NZL,2006,27758.16574,PISAREAD,BOY,502.0
546,New Zealand,NZL,2006,27758.16574,PISAREAD,GIRL,539.0
547,New Zealand,NZL,2006,27758.16574,PISAREAD,TOT,521.0
548,New Zealand,NZL,2006,27758.16574,PISASCIENCE,BOY,528.0
549,New Zealand,NZL,2006,27758.16574,PISASCIENCE,GIRL,532.0
550,New Zealand,NZL,2006,27758.16574,PISASCIENCE,TOT,530.0
551,Poland,POL,2006,15142.18487,PISAMATH,BOY,500.0
552,Poland,POL,2006,15142.18487,PISAMATH,GIRL,491.0
553,Poland,POL,2006,15142.18487,PISAMATH,TOT,495.0
554,Poland,POL,2006,15142.18487,PISAREAD,BOY,487.0
555,Poland,POL,2006,15142.18487,PISAREAD,GIRL,528.0
556,Poland,POL,2006,15142.18487,PISAREAD,TOT,508.0
557,Poland,POL,2006,15142.18487,PISASCIENCE,BOY,500.0
558,Poland,POL,2006,15142.18487,PISASCIENCE,GIRL,496.0
559,Poland,POL,2006,15142.18487,PISASCIENCE,TOT,498.0
560,Portugal,PRT,2006,24657.10482,PISAMATH,BOY,474.0
561,Portugal,PRT,2006,24657.10482,PISAMATH,GIRL,459.0
562,Portugal,PRT,2006,24657.10482,PISAMATH,TOT,466.0
563,Portugal,PRT,2006,24657.10482,PISAREAD,BOY,455.0
564,Portugal,PRT,2006,24657.10482,PISAREAD,GIRL,488.0
565,Portugal,PRT,2006,24657.10482,PISAREAD,TOT,472.0
566,Portugal,PRT,2006,24657.10482,PISASCIENCE,BOY,477.0
567,Portugal,PRT,2006,24657.10482,PISASCIENCE,GIRL,472.0
568,Portugal,PRT,2006,24657.10482,PISASCIENCE,TOT,474.0
569,Russian Federation,RUS,2006,14912.2453,PISAMATH,TOT,476.0
570,Russian Federation,RUS,2006,14912.2453,PISAREAD,TOT,440.0
571,Russian Federation,RUS,2006,14912.2453,PISASCIENCE,TOT,478.0
572,Slovak Republic,SVK,2006,18894.40435,PISAMATH,BOY,499.0
573,Slovak Republic,SVK,2006,18894.40435,PISAMATH,GIRL,485.0
574,Slovak Republic,SVK,2006,18894.40435,PISAMATH,TOT,492.0
575,Slovak Republic,SVK,2006,18894.40435,PISAREAD,BOY,446.0
576,Slovak Republic,SVK,2006,18894.40435,PISAREAD,GIRL,488.0
577,Slovak Republic,SVK,2006,18894.40435,PISAREAD,TOT,466.0
578,Slovak Republic,SVK,2006,18894.40435,PISASCIENCE,BOY,491.0
579,Slovak Republic,SVK,2006,18894.40435,PISASCIENCE,GIRL,485.0
580,Slovak Republic,SVK,2006,18894.40435,PISASCIENCE,TOT,488.0
581,Slovenia,SVN,2006,25693.73095,PISAMATH,BOY,507.0
582,Slovenia,SVN,2006,25693.73095,PISAMATH,GIRL,502.0
583,Slovenia,SVN,2006,25693.73095,PISAMATH,TOT,504.0
584,Slovenia,SVN,2006,25693.73095,PISAREAD,BOY,467.0
585,Slovenia,SVN,2006,25693.73095,PISAREAD,GIRL,521.0
586,Slovenia,SVN,2006,25693.73095,PISAREAD,TOT,494.0
587,Slovenia,SVN,2006,25693.73095,PISASCIENCE,BOY,515.0
588,Slovenia,SVN,2006,25693.73095,PISASCIENCE,GIRL,523.0
589,Slovenia,SVN,2006,25693.73095,PISASCIENCE,TOT,519.0
590,Sweden,SWE,2006,37435.37573,PISAMATH,BOY,505.0
591,Sweden,SWE,2006,37435.37573,PISAMATH,GIRL,500.0
592,Sweden,SWE,2006,37435.37573,PISAMATH,TOT,502.0
593,Sweden,SWE,2006,37435.37573,PISAREAD,BOY,488.0
594,Sweden,SWE,2006,37435.37573,PISAREAD,GIRL,528.0
595,Sweden,SWE,2006,37435.37573,PISAREAD,TOT,507.0
596,Sweden,SWE,2006,37435.37573,PISASCIENCE,BOY,504.0
597,Sweden,SWE,2006,37435.37573,PISASCIENCE,GIRL,503.0
598,Sweden,SWE,2006,37435.37573,PISASCIENCE,TOT,503.0
599,Turkey,TUR,2006,13621.46548,PISAMATH,BOY,427.0
600,Turkey,TUR,2006,13621.46548,PISAMATH,GIRL,421.0
601,Turkey,TUR,2006,13621.46548,PISAMATH,TOT,424.0
602,Turkey,TUR,2006,13621.46548,PISAREAD,BOY,427.0
603,Turkey,TUR,2006,13621.46548,PISAREAD,GIRL,471.0
604,Turkey,TUR,2006,13621.46548,PISAREAD,TOT,447.0
605,Turkey,TUR,2006,13621.46548,PISASCIENCE,BOY,418.0
606,Turkey,TUR,2006,13621.46548,PISASCIENCE,GIRL,430.0
607,Turkey,TUR,2006,13621.46548,PISASCIENCE,TOT,424.0
608,United States,USA,2006,46298.73144,PISAMATH,BOY,479.0
609,United States,USA,2006,46298.73144,PISAMATH,GIRL,470.0
610,United States,USA,2006,46298.73144,PISAMATH,TOT,474.0
611,United States,USA,2006,46298.73144,PISASCIENCE,BOY,489.0
612,United States,USA,2006,46298.73144,PISASCIENCE,GIRL,489.0
613,United States,USA,2006,46298.73144,PISASCIENCE,TOT,489.0
614,Australia,AUS,2009,40300.30823,PISAMATH,BOY,519.0
615,Australia,AUS,2009,40300.30823,PISAMATH,GIRL,509.0
616,Australia,AUS,2009,40300.30823,PISAMATH,TOT,514.0
617,Australia,AUS,2009,40300.30823,PISAREAD,BOY,496.0
618,Australia,AUS,2009,40300.30823,PISAREAD,GIRL,533.0
619,Australia,AUS,2009,40300.30823,PISAREAD,TOT,515.0
620,Australia,AUS,2009,40300.30823,PISASCIENCE,BOY,527.0
621,Australia,AUS,2009,40300.30823,PISASCIENCE,GIRL,528.0
622,Australia,AUS,2009,40300.30823,PISASCIENCE,TOT,527.0
623,Belgium,BEL,2009,37757.28209,PISAMATH,BOY,526.0
624,Belgium,BEL,2009,37757.28209,PISAMATH,GIRL,504.0
625,Belgium,BEL,2009,37757.28209,PISAMATH,TOT,515.0
626,Belgium,BEL,2009,37757.28209,PISAREAD,BOY,493.0
627,Belgium,BEL,2009,37757.28209,PISAREAD,GIRL,520.0
628,Belgium,BEL,2009,37757.28209,PISAREAD,TOT,506.0
629,Belgium,BEL,2009,37757.28209,PISASCIENCE,BOY,510.0
630,Belgium,BEL,2009,37757.28209,PISASCIENCE,GIRL,503.0
631,Belgium,BEL,2009,37757.28209,PISASCIENCE,TOT,507.0
632,Brazil,BRA,2009,13288.43548,PISAMATH,BOY,394.0
633,Brazil,BRA,2009,13288.43548,PISAMATH,GIRL,379.0
634,Brazil,BRA,2009,13288.43548,PISAMATH,TOT,386.0
635,Brazil,BRA,2009,13288.43548,PISAREAD,BOY,397.0
636,Brazil,BRA,2009,13288.43548,PISAREAD,GIRL,425.0
637,Brazil,BRA,2009,13288.43548,PISAREAD,TOT,412.0
638,Brazil,BRA,2009,13288.43548,PISASCIENCE,BOY,407.0
639,Brazil,BRA,2009,13288.43548,PISASCIENCE,GIRL,404.0
640,Brazil,BRA,2009,13288.43548,PISASCIENCE,TOT,405.0
641,Canada,CAN,2009,38797.38505,PISAMATH,BOY,533.0
642,Canada,CAN,2009,38797.38505,PISAMATH,GIRL,521.0
643,Canada,CAN,2009,38797.38505,PISAMATH,TOT,527.0
644,Canada,CAN,2009,38797.38505,PISAREAD,BOY,507.0
645,Canada,CAN,2009,38797.38505,PISAREAD,GIRL,542.0
646,Canada,CAN,2009,38797.38505,PISAREAD,TOT,524.0
647,Canada,CAN,2009,38797.38505,PISASCIENCE,BOY,531.0
648,Canada,CAN,2009,38797.38505,PISASCIENCE,GIRL,526.0
649,Canada,CAN,2009,38797.38505,PISASCIENCE,TOT,529.0
650,Switzerland,CHE,2009,51769.03029,PISAMATH,BOY,544.0
651,Switzerland,CHE,2009,51769.03029,PISAMATH,GIRL,524.0
652,Switzerland,CHE,2009,51769.03029,PISAMATH,TOT,534.0
653,Switzerland,CHE,2009,51769.03029,PISAREAD,BOY,481.0
654,Switzerland,CHE,2009,51769.03029,PISAREAD,GIRL,520.0
655,Switzerland,CHE,2009,51769.03029,PISAREAD,TOT,501.0
656,Switzerland,CHE,2009,51769.03029,PISASCIENCE,BOY,520.0
657,Switzerland,CHE,2009,51769.03029,PISASCIENCE,GIRL,512.0
658,Switzerland,CHE,2009,51769.03029,PISASCIENCE,TOT,517.0
659,Chile,CHL,2009,16159.60523,PISAMATH,BOY,431.0
660,Chile,CHL,2009,16159.60523,PISAMATH,GIRL,410.0
661,Chile,CHL,2009,16159.60523,PISAMATH,TOT,421.0
662,Chile,CHL,2009,16159.60523,PISAREAD,BOY,439.0
663,Chile,CHL,2009,16159.60523,PISAREAD,GIRL,461.0
664,Chile,CHL,2009,16159.60523,PISAREAD,TOT,449.0
665,Chile,CHL,2009,16159.60523,PISASCIENCE,BOY,452.0
666,Chile,CHL,2009,16159.60523,PISASCIENCE,GIRL,443.0
667,Chile,CHL,2009,16159.60523,PISASCIENCE,TOT,447.0
668,Czech Republic,CZE,2009,27599.30086,PISAMATH,BOY,495.0
669,Czech Republic,CZE,2009,27599.30086,PISAMATH,GIRL,490.0
670,Czech Republic,CZE,2009,27599.30086,PISAMATH,TOT,493.0
671,Czech Republic,CZE,2009,27599.30086,PISAREAD,BOY,456.0
672,Czech Republic,CZE,2009,27599.30086,PISAREAD,GIRL,504.0
673,Czech Republic,CZE,2009,27599.30086,PISAREAD,TOT,478.0
674,Czech Republic,CZE,2009,27599.30086,PISASCIENCE,BOY,498.0
675,Czech Republic,CZE,2009,27599.30086,PISASCIENCE,GIRL,503.0
676,Czech Republic,CZE,2009,27599.30086,PISASCIENCE,TOT,500.0
677,Germany,DEU,2009,36823.38028,PISAMATH,BOY,520.0
678,Germany,DEU,2009,36823.38028,PISAMATH,GIRL,505.0
679,Germany,DEU,2009,36823.38028,PISAMATH,TOT,513.0
680,Germany,DEU,2009,36823.38028,PISAREAD,BOY,478.0
681,Germany,DEU,2009,36823.38028,PISAREAD,GIRL,518.0
682,Germany,DEU,2009,36823.38028,PISAREAD,TOT,497.0
683,Germany,DEU,2009,36823.38028,PISASCIENCE,BOY,523.0
684,Germany,DEU,2009,36823.38028,PISASCIENCE,GIRL,518.0
685,Germany,DEU,2009,36823.38028,PISASCIENCE,TOT,520.0
686,Denmark,DNK,2009,40339.67713,PISAMATH,BOY,511.0
687,Denmark,DNK,2009,40339.67713,PISAMATH,GIRL,495.0
688,Denmark,DNK,2009,40339.67713,PISAMATH,TOT,503.0
689,Denmark,DNK,2009,40339.67713,PISAREAD,BOY,480.0
690,Denmark,DNK,2009,40339.67713,PISAREAD,GIRL,509.0
691,Denmark,DNK,2009,40339.67713,PISAREAD,TOT,495.0
692,Denmark,DNK,2009,40339.67713,PISASCIENCE,BOY,505.0
693,Denmark,DNK,2009,40339.67713,PISASCIENCE,GIRL,494.0
694,Denmark,DNK,2009,40339.67713,PISASCIENCE,TOT,499.0
695,Spain,ESP,2009,32098.97505,PISAMATH,BOY,493.0
696,Spain,ESP,2009,32098.97505,PISAMATH,GIRL,474.0
697,Spain,ESP,2009,32098.97505,PISAMATH,TOT,483.0
698,Spain,ESP,2009,32098.97505,PISAREAD,BOY,467.0
699,Spain,ESP,2009,32098.97505,PISAREAD,GIRL,496.0
700,Spain,ESP,2009,32098.97505,PISAREAD,TOT,481.0
701,Spain,ESP,2009,32098.97505,PISASCIENCE,BOY,492.0
702,Spain,ESP,2009,32098.97505,PISASCIENCE,GIRL,485.0
703,Spain,ESP,2009,32098.97505,PISASCIENCE,TOT,488.0
704,Estonia,EST,2009,20597.93347,PISAMATH,BOY,516.0
705,Estonia,EST,2009,20597.93347,PISAMATH,GIRL,508.0
706,Estonia,EST,2009,20597.93347,PISAMATH,TOT,512.0
707,Estonia,EST,2009,20597.93347,PISAREAD,BOY,480.0
708,Estonia,EST,2009,20597.93347,PISAREAD,GIRL,524.0
709,Estonia,EST,2009,20597.93347,PISAREAD,TOT,501.0
710,Estonia,EST,2009,20597.93347,PISASCIENCE,BOY,527.0
711,Estonia,EST,2009,20597.93347,PISASCIENCE,GIRL,528.0
712,Estonia,EST,2009,20597.93347,PISASCIENCE,TOT,528.0
713,Finland,FIN,2009,37980.06516,PISAMATH,BOY,542.0
714,Finland,FIN,2009,37980.06516,PISAMATH,GIRL,539.0
715,Finland,FIN,2009,37980.06516,PISAMATH,TOT,541.0
716,Finland,FIN,2009,37980.06516,PISAREAD,BOY,508.0
717,Finland,FIN,2009,37980.06516,PISAREAD,GIRL,563.0
718,Finland,FIN,2009,37980.06516,PISAREAD,TOT,536.0
719,Finland,FIN,2009,37980.06516,PISASCIENCE,BOY,546.0
720,Finland,FIN,2009,37980.06516,PISASCIENCE,GIRL,562.0
721,Finland,FIN,2009,37980.06516,PISASCIENCE,TOT,554.0
722,France,FRA,2009,34685.1738,PISAMATH,BOY,505.0
723,France,FRA,2009,34685.1738,PISAMATH,GIRL,489.0
724,France,FRA,2009,34685.1738,PISAMATH,TOT,497.0
725,France,FRA,2009,34685.1738,PISAREAD,BOY,475.0
726,France,FRA,2009,34685.1738,PISAREAD,GIRL,515.0
727,France,FRA,2009,34685.1738,PISAREAD,TOT,496.0
728,France,FRA,2009,34685.1738,PISASCIENCE,BOY,500.0
729,France,FRA,2009,34685.1738,PISASCIENCE,GIRL,497.0
730,France,FRA,2009,34685.1738,PISASCIENCE,TOT,498.0
731,United Kingdom,GBR,2009,35003.49742,PISAMATH,BOY,503.0
732,United Kingdom,GBR,2009,35003.49742,PISAMATH,GIRL,482.0
733,United Kingdom,GBR,2009,35003.49742,PISAMATH,TOT,492.0
734,United Kingdom,GBR,2009,35003.49742,PISAREAD,BOY,481.0
735,United Kingdom,GBR,2009,35003.49742,PISAREAD,GIRL,507.0
736,United Kingdom,GBR,2009,35003.49742,PISAREAD,TOT,494.0
737,United Kingdom,GBR,2009,35003.49742,PISASCIENCE,BOY,519.0
738,United Kingdom,GBR,2009,35003.49742,PISASCIENCE,GIRL,509.0
739,United Kingdom,GBR,2009,35003.49742,PISASCIENCE,TOT,514.0
740,Greece,GRC,2009,30365.39993,PISAMATH,BOY,473.0
741,Greece,GRC,2009,30365.39993,PISAMATH,GIRL,459.0
742,Greece,GRC,2009,30365.39993,PISAMATH,TOT,466.0
743,Greece,GRC,2009,30365.39993,PISAREAD,BOY,459.0
744,Greece,GRC,2009,30365.39993,PISAREAD,GIRL,506.0
745,Greece,GRC,2009,30365.39993,PISAREAD,TOT,483.0
746,Greece,GRC,2009,30365.39993,PISASCIENCE,BOY,465.0
747,Greece,GRC,2009,30365.39993,PISASCIENCE,GIRL,475.0
748,Greece,GRC,2009,30365.39993,PISASCIENCE,TOT,470.0
749,Hungary,HUN,2009,20678.06831,PISAMATH,BOY,496.0
750,Hungary,HUN,2009,20678.06831,PISAMATH,GIRL,484.0
751,Hungary,HUN,2009,20678.06831,PISAMATH,TOT,490.0
752,Hungary,HUN,2009,20678.06831,PISAREAD,BOY,475.0
753,Hungary,HUN,2009,20678.06831,PISAREAD,GIRL,513.0
754,Hungary,HUN,2009,20678.06831,PISAREAD,TOT,494.0
755,Hungary,HUN,2009,20678.06831,PISASCIENCE,BOY,503.0
756,Hungary,HUN,2009,20678.06831,PISASCIENCE,GIRL,503.0
757,Hungary,HUN,2009,20678.06831,PISASCIENCE,TOT,503.0
758,Indonesia,IDN,2009,7813.090106,PISAMATH,BOY,371.0
759,Indonesia,IDN,2009,7813.090106,PISAMATH,GIRL,372.0
760,Indonesia,IDN,2009,7813.090106,PISAMATH,TOT,371.0
761,Indonesia,IDN,2009,7813.090106,PISAREAD,BOY,383.0
762,Indonesia,IDN,2009,7813.090106,PISAREAD,GIRL,420.0
763,Indonesia,IDN,2009,7813.090106,PISAREAD,TOT,402.0
764,Indonesia,IDN,2009,7813.090106,PISASCIENCE,BOY,378.0
765,Indonesia,IDN,2009,7813.090106,PISASCIENCE,GIRL,387.0
766,Indonesia,IDN,2009,7813.090106,PISASCIENCE,TOT,383.0
767,Ireland,IRL,2009,41621.71832,PISAMATH,BOY,491.0
768,Ireland,IRL,2009,41621.71832,PISAMATH,GIRL,483.0
769,Ireland,IRL,2009,41621.71832,PISAMATH,TOT,487.0
770,Ireland,IRL,2009,41621.71832,PISAREAD,BOY,476.0
771,Ireland,IRL,2009,41621.71832,PISAREAD,GIRL,515.0
772,Ireland,IRL,2009,41621.71832,PISAREAD,TOT,496.0
773,Ireland,IRL,2009,41621.71832,PISASCIENCE,BOY,507.0
774,Ireland,IRL,2009,41621.71832,PISASCIENCE,GIRL,509.0
775,Ireland,IRL,2009,41621.71832,PISASCIENCE,TOT,508.0
776,Iceland,ISL,2009,41905.36603,PISAMATH,BOY,508.0
777,Iceland,ISL,2009,41905.36603,PISAMATH,GIRL,505.0
778,Iceland,ISL,2009,41905.36603,PISAMATH,TOT,507.0
779,Iceland,ISL,2009,41905.36603,PISAREAD,BOY,478.0
