,Country,Country Code,year,GDP,LOCATION,INDICATOR,SUBJECT,TIME,Value
326,Canada,CAN,2006,37999.0386,CAN,PISAREAD,BOY,2006,511.0
327,Canada,CAN,2006,37999.0386,CAN,PISAREAD,GIRL,2006,543.0
328,Canada,CAN,2006,37999.0386,CAN,PISAREAD,TOT,2006,527.0
329,Canada,CAN,2006,37999.0386,CAN,PISASCIENCE,BOY,2006,536.0
330,Canada,CAN,2006,37999.0386,CAN,PISASCIENCE,GIRL,2006,532.0
331,Canada,CAN,2006,37999.0386,CAN,PISASCIENCE,TOT,2006,534.0
332,Switzerland,CHE,2006,45106.41668,CHE,PISAMATH,BOY,2006,536.0
333,Switzerland,CHE,2006,45106.41668,CHE,PISAMATH,GIRL,2006,523.0
334,Switzerland,CHE,2006,45106.41668,CHE,PISAMATH,TOT,2006,530.0
335,Switzerland,CHE,2006,45106.41668,CHE,PISAREAD,BOY,2006,484.0
336,Switzerland,CHE,2006,45106.41668,CHE,PISAREAD,GIRL,2006,515.0
337,Switzerland,CHE,2006,45106.41668,CHE,PISAREAD,TOT,2006,499.0
338,Switzerland,CHE,2006,45106.41668,CHE,PISASCIENCE,BOY,2006,514.0
339,Switzerland,CHE,2006,45106.41668,CHE,PISASCIENCE,GIRL,2006,509.0
340,Switzerland,CHE,2006,45106.41668,CHE,PISASCIENCE,TOT,2006,512.0
341,Chile,CHL,2006,15753.96299,CHL,PISAMATH,BOY,2006,424.0
342,Chile,CHL,2006,15753.96299,CHL,PISAMATH,GIRL,2006,396.0
343,Chile,CHL,2006,15753.96299,CHL,PISAMATH,TOT,2006,411.0
344,Chile,CHL,2006,15753.96299,CHL,PISAREAD,BOY,2006,434.0
345,Chile,CHL,2006,15753.96299,CHL,PISAREAD,GIRL,2006,451.0
346,Chile,CHL,2006,15753.96299,CHL,PISAREAD,TOT,2006,442.0
347,Chile,CHL,2006,15753.96299,CHL,PISASCIENCE,BOY,2006,448.0
348,Chile,CHL,2006,15753.96299,CHL,PISASCIENCE,GIRL,2006,426.0
349,Chile,CHL,2006,15753.96299,CHL,PISASCIENCE,TOT,2006,438.0
350,Czech Republic,CZE,2006,23776.48706,CZE,PISAMATH,BOY,2006,514.0
351,Czech Republic,CZE,2006,23776.48706,CZE,PISAMATH,GIRL,2006,504.0
352,Czech Republic,CZE,2006,23776.48706,CZE,PISAMATH,TOT,2006,510.0
353,Czech Republic,CZE,2006,23776.48706,CZE,PISAREAD,BOY,2006,463.0
354,Czech Republic,CZE,2006,23776.48706,CZE,PISAREAD,GIRL,2006,509.0
355,Czech Republic,CZE,2006,23776.48706,CZE,PISAREAD,TOT,2006,483.0
356,Czech Republic,CZE,2006,23776.48706,CZE,PISASCIENCE,BOY,2006,515.0
357,Czech Republic,CZE,2006,23776.48706,CZE,PISASCIENCE,GIRL,2006,510.0
358,Czech Republic,CZE,2006,23776.48706,CZE,PISASCIENCE,TOT,2006,513.0
359,Germany,DEU,2006,34124.87427,DEU,PISAMATH,BOY,2006,513.0
360,Germany,DEU,2006,34124.87427,DEU,PISAMATH,GIRL,2006,494.0
361,Germany,DEU,2006,34124.87427,DEU,PISAMATH,TOT,2006,504.0
362,Germany,DEU,2006,34124.87427,DEU,PISAREAD,BOY,2006,475.0
363,Germany,DEU,2006,34124.87427,DEU,PISAREAD,GIRL,2006,517.0
364,Germany,DEU,2006,34124.87427,DEU,PISAREAD,TOT,2006,495.0
365,Germany,DEU,2006,34124.87427,DEU,PISASCIENCE,BOY,2006,519.0
366,Germany,DEU,2006,34124.87427,DEU,PISASCIENCE,GIRL,2006,512.0
367,Germany,DEU,2006,34124.87427,DEU,PISASCIENCE,TOT,2006,516.0
368,Denmark,DNK,2006,37295.65935,DNK,PISAMATH,BOY,2006,518.0
369,Denmark,DNK,2006,37295.65935,DNK,PISAMATH,GIRL,2006,508.0
370,Denmark,DNK,2006,37295.65935,DNK,PISAMATH,TOT,2006,513.0
371,Denmark,DNK,2006,37295.65935,DNK,PISAREAD,BOY,2006,480.0
372,Denmark,DNK,2006,37295.65935,DNK,PISAREAD,GIRL,2006,509.0
373,Denmark,DNK,2006,37295.65935,DNK,PISAREAD,TOT,2006,494.0
374,Denmark,DNK,2006,37295.65935,DNK,PISASCIENCE,BOY,2006,500.0
375,Denmark,DNK,2006,37295.65935,DNK,PISASCIENCE,GIRL,2006,491.0
376,Denmark,DNK,2006,37295.65935,DNK,PISASCIENCE,TOT,2006,496.0
377,Spain,ESP,2006,30688.36622,ESP,PISAMATH,BOY,2006,484.0
378,Spain,ESP,2006,30688.36622,ESP,PISAMATH,GIRL,2006,476.0
379,Spain,ESP,2006,30688.36622,ESP,PISAMATH,TOT,2006,480.0
380,Spain,ESP,2006,30688.36622,ESP,PISAREAD,BOY,2006,443.0
381,Spain,ESP,2006,30688.36622,ESP,PISAREAD,GIRL,2006,479.0
382,Spain,ESP,2006,30688.36622,ESP,PISAREAD,TOT,2006,461.0
383,Spain,ESP,2006,30688.36622,ESP,PISASCIENCE,BOY,2006,491.0
384,Spain,ESP,2006,30688.36622,ESP,PISASCIENCE,GIRL,2006,486.0
385,Spain,ESP,2006,30688.36622,ESP,PISASCIENCE,TOT,2006,488.0
386,Estonia,EST,2006,19313.26424,EST,PISAMATH,BOY,2006,515.0
387,Estonia,EST,2006,19313.26424,EST,PISAMATH,GIRL,2006,514.0
388,Estonia,EST,2006,19313.26424,EST,PISAMATH,TOT,2006,515.0
389,Estonia,EST,2006,19313.26424,EST,PISAREAD,BOY,2006,478.0
390,Estonia,EST,2006,19313.26424,EST,PISAREAD,GIRL,2006,524.0
391,Estonia,EST,2006,19313.26424,EST,PISAREAD,TOT,2006,501.0
392,Estonia,EST,2006,19313.26424,EST,PISASCIENCE,BOY,2006,530.0
393,Estonia,EST,2006,19313.26424,EST,PISASCIENCE,GIRL,2006,533.0
394,Estonia,EST,2006,19313.26424,EST,PISASCIENCE,TOT,2006,531.0
395,Finland,FIN,2006,34419.38065,FIN,PISAMATH,BOY,2006,554.0
396,Finland,FIN,2006,34419.38065,FIN,PISAMATH,GIRL,2006,543.0
397,Finland,FIN,2006,34419.38065,FIN,PISAMATH,TOT,2006,548.0
398,Finland,FIN,2006,34419.38065,FIN,PISAREAD,BOY,2006,521.0
399,Finland,FIN,2006,34419.38065,FIN,PISAREAD,GIRL,2006,572.0
400,Finland,FIN,2006,34419.38065,FIN,PISAREAD,TOT,2006,547.0
401,Finland,FIN,2006,34419.38065,FIN,PISASCIENCE,BOY,2006,562.0
402,Finland,FIN,2006,34419.38065,FIN,PISASCIENCE,GIRL,2006,565.0
403,Finland,FIN,2006,34419.38065,FIN,PISASCIENCE,TOT,2006,563.0
404,France,FRA,2006,32434.86026,FRA,PISAMATH,BOY,2006,499.0
405,France,FRA,2006,32434.86026,FRA,PISAMATH,GIRL,2006,492.0
406,France,FRA,2006,32434.86026,FRA,PISAMATH,TOT,2006,496.0
407,France,FRA,2006,32434.86026,FRA,PISAREAD,BOY,2006,470.0
408,France,FRA,2006,32434.86026,FRA,PISAREAD,GIRL,2006,505.0
409,France,FRA,2006,32434.86026,FRA,PISAREAD,TOT,2006,488.0
410,France,FRA,2006,32434.86026,FRA,PISASCIENCE,BOY,2006,497.0
411,France,FRA,2006,32434.86026,FRA,PISASCIENCE,GIRL,2006,494.0
412,France,FRA,2006,32434.86026,FRA,PISASCIENCE,TOT,2006,495.0
413,United Kingdom,GBR,2006,34767.00114,GBR,PISAMATH,BOY,2006,504.0
414,United Kingdom,GBR,2006,34767.00114,GBR,PISAMATH,GIRL,2006,487.0
415,United Kingdom,GBR,2006,34767.00114,GBR,PISAMATH,TOT,2006,495.0
416,United Kingdom,GBR,2006,34767.00114,GBR,PISAREAD,BOY,2006,480.0
417,United Kingdom,GBR,2006,34767.00114,GBR,PISAREAD,GIRL,2006,510.0
418,United Kingdom,GBR,2006,34767.00114,GBR,PISAREAD,TOT,2006,495.0
419,United Kingdom,GBR,2006,34767.00114,GBR,PISASCIENCE,BOY,2006,520.0
420,United Kingdom,GBR,2006,34767.00114,GBR,PISASCIENCE,GIRL,2006,510.0
421,United Kingdom,GBR,2006,34767.00114,GBR,PISASCIENCE,TOT,2006,515.0
422,Greece,GRC,2006,28519.53894,GRC,PISAMATH,BOY,2006,462.0
423,Greece,GRC,2006,28519.53894,GRC,PISAMATH,GIRL,2006,457.0
424,Greece,GRC,2006,28519.53894,GRC,PISAMATH,TOT,2006,459.0
425,Greece,GRC,2006,28519.53894,GRC,PISAREAD,BOY,2006,432.0
426,Greece,GRC,2006,28519.53894,GRC,PISAREAD,GIRL,2006,488.0
427,Greece,GRC,2006,28519.53894,GRC,PISAREAD,TOT,2006,460.0
428,Greece,GRC,2006,28519.53894,GRC,PISASCIENCE,BOY,2006,468.0
429,Greece,GRC,2006,28519.53894,GRC,PISASCIENCE,GIRL,2006,479.0
430,Greece,GRC,2006,28519.53894,GRC,PISASCIENCE,TOT,2006,473.0
431,Hungary,HUN,2006,18342.71523,HUN,PISAMATH,BOY,2006,496.0
432,Hungary,HUN,2006,18342.71523,HUN,PISAMATH,GIRL,2006,486.0
433,Hungary,HUN,2006,18342.71523,HUN,PISAMATH,TOT,2006,491.0
434,Hungary,HUN,2006,18342.71523,HUN,PISAREAD,BOY,2006,463.0
435,Hungary,HUN,2006,18342.71523,HUN,PISAREAD,GIRL,2006,503.0
436,Hungary,HUN,2006,18342.71523,HUN,PISAREAD,TOT,2006,482.0
437,Hungary,HUN,2006,18342.71523,HUN,PISASCIENCE,BOY,2006,507.0
438,Hungary,HUN,2006,18342.71523,HUN,PISASCIENCE,GIRL,2006,501.0
439,Hungary,HUN,2006,18342.71523,HUN,PISASCIENCE,TOT,2006,504.0
440,Indonesia,IDN,2006,6534.07551,IDN,PISAMATH,BOY,2006,399.0
441,Indonesia,IDN,2006,6534.07551,IDN,PISAMATH,GIRL,2006,382.0
442,Indonesia,IDN,2006,6534.07551,IDN,PISAMATH,TOT,2006,391.0
443,Indonesia,IDN,2006,6534.07551,IDN,PISAREAD,BOY,2006,384.0
444,Indonesia,IDN,2006,6534.07551,IDN,PISAREAD,GIRL,2006,402.0
445,Indonesia,IDN,2006,6534.07551,IDN,PISAREAD,TOT,2006,393.0
446,Indonesia,IDN,2006,6534.07551,IDN,PISASCIENCE,BOY,2006,399.0
447,Indonesia,IDN,2006,6534.07551,IDN,PISASCIENCE,GIRL,2006,387.0
448,Indonesia,IDN,2006,6534.07551,IDN,PISASCIENCE,TOT,2006,393.0
449,Ireland,IRL,2006,44204.9969,IRL,PISAMATH,BOY,2006,507.0
450,Ireland,IRL,2006,44204.9969,IRL,PISAMATH,GIRL,2006,496.0
451,Ireland,IRL,2006,44204.9969,IRL,PISAMATH,TOT,2006,501.0
452,Ireland,IRL,2006,44204.9969,IRL,PISAREAD,BOY,2006,500.0
453,Ireland,IRL,2006,44204.9969,IRL,PISAREAD,GIRL,2006,534.0
454,Ireland,IRL,2006,44204.9969,IRL,PISAREAD,TOT,2006,517.0
455,Ireland,IRL,2006,44204.9969,IRL,PISASCIENCE,BOY,2006,508.0
456,Ireland,IRL,2006,44204.9969,IRL,PISASCIENCE,GIRL,2006,509.0
457,Ireland,IRL,2006,44204.9969,IRL,PISASCIENCE,TOT,2006,508.0
458,Iceland,ISL,2006,39093.95196,ISL,PISAMATH,BOY,2006,503.0
459,Iceland,ISL,2006,39093.95196,ISL,PISAMATH,GIRL,2006,508.0
460,Iceland,ISL,2006,39093.95196,ISL,PISAMATH,TOT,2006,506.0
461,Iceland,ISL,2006,39093.95196,ISL,PISAREAD,BOY,2006,460.0
462,Iceland,ISL,2006,39093.95196,ISL,PISAREAD,GIRL,2006,509.0
463,Iceland,ISL,2006,39093.95196,ISL,PISAREAD,TOT,2006,484.0
464,Iceland,ISL,2006,39093.95196,ISL,PISASCIENCE,BOY,2006,488.0
465,Iceland,ISL,2006,39093.95196,ISL,PISASCIENCE,GIRL,2006,494.0
466,Iceland,ISL,2006,39093.95196,ISL,PISASCIENCE,TOT,2006,491.0
467,Israel,ISR,2006,25678.71429,ISR,PISAMATH,BOY,2006,448.0
468,Israel,ISR,2006,25678.71429,ISR,PISAMATH,GIRL,2006,436.0
469,Israel,ISR,2006,25678.71429,ISR,PISAMATH,TOT,2006,442.0
470,Israel,ISR,2006,25678.71429,ISR,PISAREAD,BOY,2006,417.0
471,Israel,ISR,2006,25678.71429,ISR,PISAREAD,GIRL,2006,460.0
472,Israel,ISR,2006,25678.71429,ISR,PISAREAD,TOT,2006,439.0
473,Israel,ISR,2006,25678.71429,ISR,PISASCIENCE,BOY,2006,456.0
474,Israel,ISR,2006,25678.71429,ISR,PISASCIENCE,GIRL,2006,452.0
475,Israel,ISR,2006,25678.71429,ISR,PISASCIENCE,TOT,2006,454.0
476,Italy,ITA,2006,32419.93615,ITA,PISAMATH,BOY,2006,470.0
477,Italy,ITA,2006,32419.93615,ITA,PISAMATH,GIRL,2006,453.0
478,Italy,ITA,2006,32419.93615,ITA,PISAMATH,TOT,2006,462.0
479,Italy,ITA,2006,32419.93615,ITA,PISAREAD,BOY,2006,448.0
480,Italy,ITA,2006,32419.93615,ITA,PISAREAD,GIRL,2006,489.0
481,Italy,ITA,2006,32419.93615,ITA,PISAREAD,TOT,2006,469.0
482,Italy,ITA,2006,32419.93615,ITA,PISASCIENCE,BOY,2006,477.0
483,Italy,ITA,2006,32419.93615,ITA,PISASCIENCE,GIRL,2006,474.0
484,Italy,ITA,2006,32419.93615,ITA,PISASCIENCE,TOT,2006,475.0
485,Japan,JPN,2006,33090.19626,JPN,PISAMATH,BOY,2006,533.0
486,Japan,JPN,2006,33090.19626,JPN,PISAMATH,GIRL,2006,513.0
487,Japan,JPN,2006,33090.19626,JPN,PISAMATH,TOT,2006,523.0
488,Japan,JPN,2006,33090.19626,JPN,PISAREAD,BOY,2006,483.0
489,Japan,JPN,2006,33090.19626,JPN,PISAREAD,GIRL,2006,513.0
490,Japan,JPN,2006,33090.19626,JPN,PISAREAD,TOT,2006,498.0
491,Japan,JPN,2006,33090.19626,JPN,PISASCIENCE,BOY,2006,533.0
492,Japan,JPN,2006,33090.19626,JPN,PISASCIENCE,GIRL,2006,530.0
493,Japan,JPN,2006,33090.19626,JPN,PISASCIENCE,TOT,2006,531.0
494,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISAMATH,BOY,2006,552.0
495,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISAMATH,GIRL,2006,543.0
496,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISAMATH,TOT,2006,547.0
497,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISAREAD,BOY,2006,539.0
498,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISAREAD,GIRL,2006,574.0
499,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISAREAD,TOT,2006,556.0
500,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISASCIENCE,BOY,2006,521.0
501,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISASCIENCE,GIRL,2006,523.0
502,"Korea, Rep.",KOR,2006,25820.97163,KOR,PISASCIENCE,TOT,2006,522.0
503,Luxembourg,LUX,2006,77951.36474,LUX,PISAMATH,BOY,2006,498.0
504,Luxembourg,LUX,2006,77951.36474,LUX,PISAMATH,GIRL,2006,482.0
505,Luxembourg,LUX,2006,77951.36474,LUX,PISAMATH,TOT,2006,490.0
506,Luxembourg,LUX,2006,77951.36474,LUX,PISAREAD,BOY,2006,464.0
507,Luxembourg,LUX,2006,77951.36474,LUX,PISAREAD,GIRL,2006,495.0
508,Luxembourg,LUX,2006,77951.36474,LUX,PISAREAD,TOT,2006,479.0
509,Luxembourg,LUX,2006,77951.36474,LUX,PISASCIENCE,BOY,2006,491.0
510,Luxembourg,LUX,2006,77951.36474,LUX,PISASCIENCE,GIRL,2006,482.0
511,Luxembourg,LUX,2006,77951.36474,LUX,PISASCIENCE,TOT,2006,486.0
512,Latvia,LVA,2006,15745.10313,LVA,PISAMATH,TOT,2006,486.0
513,Latvia,LVA,2006,15745.10313,LVA,PISAREAD,TOT,2006,479.0
514,Latvia,LVA,2006,15745.10313,LVA,PISASCIENCE,TOT,2006,490.0
515,Mexico,MEX,2006,13808.17762,MEX,PISAMATH,BOY,2006,410.0
516,Mexico,MEX,2006,13808.17762,MEX,PISAMATH,GIRL,2006,401.0
517,Mexico,MEX,2006,13808.17762,MEX,PISAMATH,TOT,2006,406.0
518,Mexico,MEX,2006,13808.17762,MEX,PISAREAD,BOY,2006,393.0
519,Mexico,MEX,2006,13808.17762,MEX,PISAREAD,GIRL,2006,427.0
520,Mexico,MEX,2006,13808.17762,MEX,PISAREAD,TOT,2006,410.0
521,Mexico,MEX,2006,13808.17762,MEX,PISASCIENCE,BOY,2006,413.0
522,Mexico,MEX,2006,13808.17762,MEX,PISASCIENCE,GIRL,2006,406.0
523,Mexico,MEX,2006,13808.17762,MEX,PISASCIENCE,TOT,2006,410.0
524,Netherlands,NLD,2006,40971.26076,NLD,PISAMATH,BOY,2006,537.0
525,Netherlands,NLD,2006,40971.26076,NLD,PISAMATH,GIRL,2006,524.0
526,Netherlands,NLD,2006,40971.26076,NLD,PISAMATH,TOT,2006,531.0
527,Netherlands,NLD,2006,40971.26076,NLD,PISAREAD,BOY,2006,495.0
528,Netherlands,NLD,2006,40971.26076,NLD,PISAREAD,GIRL,2006,519.0
529,Netherlands,NLD,2006,40971.26076,NLD,PISAREAD,TOT,2006,507.0
530,Netherlands,NLD,2006,40971.26076,NLD,PISASCIENCE,BOY,2006,528.0
531,Netherlands,NLD,2006,40971.26076,NLD,PISASCIENCE,GIRL,2006,521.0
532,Netherlands,NLD,2006,40971.26076,NLD,PISASCIENCE,TOT,2006,525.0
533,Norway,NOR,2006,54104.28927,NOR,PISAMATH,BOY,2006,493.0
534,Norway,NOR,2006,54104.28927,NOR,PISAMATH,GIRL,2006,487.0
535,Norway,NOR,2006,54104.28927,NOR,PISAMATH,TOT,2006,490.0
536,Norway,NOR,2006,54104.28927,NOR,PISAREAD,BOY,2006,462.0
537,Norway,NOR,2006,54104.28927,NOR,PISAREAD,GIRL,2006,508.0
538,Norway,NOR,2006,54104.28927,NOR,PISAREAD,TOT,2006,484.0
539,Norway,NOR,2006,54104.28927,NOR,PISASCIENCE,BOY,2006,484.0
540,Norway,NOR,2006,54104.28927,NOR,PISASCIENCE,GIRL,2006,489.0
541,Norway,NOR,2006,54104.28927,NOR,PISASCIENCE,TOT,2006,487.0
542,New Zealand,NZL,2006,27758.16574,NZL,PISAMATH,BOY,2006,527.0
543,New Zealand,NZL,2006,27758.16574,NZL,PISAMATH,GIRL,2006,517.0
544,New Zealand,NZL,2006,27758.16574,NZL,PISAMATH,TOT,2006,522.0
545,New Zealand,NZL,2006,27758.16574,NZL,PISAREAD,BOY,2006,502.0
546,New Zealand,NZL,2006,27758.16574,NZL,PISAREAD,GIRL,2006,539.0
547,New Zealand,NZL,2006,27758.16574,NZL,PISAREAD,TOT,2006,521.0
548,New Zealand,NZL,2006,27758.16574,NZL,PISASCIENCE,BOY,2006,528.0
549,New Zealand,NZL,2006,27758.16574,NZL,PISASCIENCE,GIRL,2006,532.0
550,New Zealand,NZL,2006,27758.16574,NZL,PISASCIENCE,TOT,2006,530.0
551,Poland,POL,2006,15142.18487,POL,PISAMATH,BOY,2006,500.0
552,Poland,POL,2006,15142.18487,POL,PISAMATH,GIRL,2006,491.0
553,Poland,POL,2006,15142.18487,POL,PISAMATH,TOT,2006,495.0
554,Poland,POL,2006,15142.18487,POL,PISAREAD,BOY,2006,487.0
555,Poland,POL,2006,15142.18487,POL,PISAREAD,GIRL,2006,528.0
556,Poland,POL,2006,15142.18487,POL,PISAREAD,TOT,2006,508.0
557,Poland,POL,2006,15142.18487,POL,PISASCIENCE,BOY,2006,500.0
558,Poland,POL,2006,15142.18487,POL,PISASCIENCE,GIRL,2006,496.0
559,Poland,POL,2006,15142.18487,POL,PISASCIENCE,TOT,2006,498.0
560,Portugal,PRT,2006,24657.10482,PRT,PISAMATH,BOY,2006,474.0
561,Portugal,PRT,2006,24657.10482,PRT,PISAMATH,GIRL,2006,459.0
562,Portugal,PRT,2006,24657.10482,PRT,PISAMATH,TOT,2006,466.0
563,Portugal,PRT,2006,24657.10482,PRT,PISAREAD,BOY,2006,455.0
564,Portugal,PRT,2006,24657.10482,PRT,PISAREAD,GIRL,2006,488.0
565,Portugal,PRT,2006,24657.10482,PRT,PISAREAD,TOT,2006,472.0
566,Portugal,PRT,2006,24657.10482,PRT,PISASCIENCE,BOY,2006,477.0
567,Portugal,PRT,2006,24657.10482,PRT,PISASCIENCE,GIRL,2006,472.0
568,Portugal,PRT,2006,24657.10482,PRT,PISASCIENCE,TOT,2006,474.0
569,Russian Federation,RUS,2006,14912.2453,RUS,PISAMATH,TOT,2006,476.0
570,Russian Federation,RUS,2006,14912.2453,RUS,PISAREAD,TOT,2006,440.0
571,Russian Federation,RUS,2006,14912.2453,RUS,PISASCIENCE,TOT,2006,478.0
572,Slovak Republic,SVK,2006,18894.40435,SVK,PISAMATH,BOY,2006,499.0
573,Slovak Republic,SVK,2006,18894.40435,SVK,PISAMATH,GIRL,2006,485.0
574,Slovak Republic,SVK,2006,18894.40435,SVK,PISAMATH,TOT,2006,492.0
575,Slovak Republic,SVK,2006,18894.40435,SVK,PISAREAD,BOY,2006,446.0
576,Slovak Republic,SVK,2006,18894.40435,SVK,PISAREAD,GIRL,2006,488.0
577,Slovak Republic,SVK,2006,18894.40435,SVK,PISAREAD,TOT,2006,466.0
578,Slovak Republic,SVK,2006,18894.40435,SVK,PISASCIENCE,BOY,2006,491.0
579,Slovak Republic,SVK,2006,18894.40435,SVK,PISASCIENCE,GIRL,2006,485.0
580,Slovak Republic,SVK,2006,18894.40435,SVK,PISASCIENCE,TOT,2006,488.0
581,Slovenia,SVN,2006,25693.73095,SVN,PISAMATH,BOY,2006,507.0
582,Slovenia,SVN,2006,25693.73095,SVN,PISAMATH,GIRL,2006,502.0
583,Slovenia,SVN,2006,25693.73095,SVN,PISAMATH,TOT,2006,504.0
584,Slovenia,SVN,2006,25693.73095,SVN,PISAREAD,BOY,2006,467.0
585,Slovenia,SVN,2006,25693.73095,SVN,PISAREAD,GIRL,2006,521.0
586,Slovenia,SVN,2006,25693.73095,SVN,PISAREAD,TOT,2006,494.0
587,Slovenia,SVN,2006,25693.73095,SVN,PISASCIENCE,BOY,2006,515.0
588,Slovenia,SVN,2006,25693.73095,SVN,PISASCIENCE,GIRL,2006,523.0
589,Slovenia,SVN,2006,25693.73095,SVN,PISASCIENCE,TOT,2006,519.0
590,Sweden,SWE,2006,37435.37573,SWE,PISAMATH,BOY,2006,505.0
591,Sweden,SWE,2006,37435.37573,SWE,PISAMATH,GIRL,2006,500.0
592,Sweden,SWE,2006,37435.37573,SWE,PISAMATH,TOT,2006,502.0
593,Sweden,SWE,2006,37435.37573,SWE,PISAREAD,BOY,2006,488.0
594,Sweden,SWE,2006,37435.37573,SWE,PISAREAD,GIRL,2006,528.0
595,Sweden,SWE,2006,37435.37573,SWE,PISAREAD,TOT,2006,507.0
596,Sweden,SWE,2006,37435.37573,SWE,PISASCIENCE,BOY,2006,504.0
597,Sweden,SWE,2006,37435.37573,SWE,PISASCIENCE,GIRL,2006,503.0
598,Sweden,SWE,2006,37435.37573,SWE,PISASCIENCE,TOT,2006,503.0
599,Turkey,TUR,2006,13621.46548,TUR,PISAMATH,BOY,2006,427.0
600,Turkey,TUR,2006,13621.46548,TUR,PISAMATH,GIRL,2006,421.0
601,Turkey,TUR,2006,13621.46548,TUR,PISAMATH,TOT,2006,424.0
602,Turkey,TUR,2006,13621.46548,TUR,PISAREAD,BOY,2006,427.0
603,Turkey,TUR,2006,13621.46548,TUR,PISAREAD,GIRL,2006,471.0
604,Turkey,TUR,2006,13621.46548,TUR,PISAREAD,TOT,2006,447.0
605,Turkey,TUR,2006,13621.46548,TUR,PISASCIENCE,BOY,2006,418.0
606,Turkey,TUR,2006,13621.46548,TUR,PISASCIENCE,GIRL,2006,430.0
607,Turkey,TUR,2006,13621.46548,TUR,PISASCIENCE,TOT,2006,424.0
608,United States,USA,2006,46298.73144,USA,PISAMATH,BOY,2006,479.0
609,United States,USA,2006,46298.73144,USA,PISAMATH,GIRL,2006,470.0
610,United States,USA,2006,46298.73144,USA,PISAMATH,TOT,2006,474.0
611,United States,USA,2006,46298.73144,USA,PISASCIENCE,BOY,2006,489.0
612,United States,USA,2006,46298.73144,USA,PISASCIENCE,GIRL,2006,489.0
613,United States,USA,2006,46298.73144,USA,PISASCIENCE,TOT,2006,489.0
614,Australia,AUS,2009,40300.30823,AUS,PISAMATH,BOY,2009,519.0
615,Australia,AUS,2009,40300.30823,AUS,PISAMATH,GIRL,2009,509.0
616,Australia,AUS,2009,40300.30823,AUS,PISAMATH,TOT,2009,514.0
617,Australia,AUS,2009,40300.30823,AUS,PISAREAD,BOY,2009,496.0
618,Australia,AUS,2009,40300.30823,AUS,PISAREAD,GIRL,2009,533.0
619,Australia,AUS,2009,40300.30823,AUS,PISAREAD,TOT,2009,515.0
620,Australia,AUS,2009,40300.30823,AUS,PISASCIENCE,BOY,2009,527.0
621,Australia,AUS,2009,40300.30823,AUS,PISASCIENCE,GIRL,2009,528.0
622,Australia,AUS,2009,40300.30823,AUS,PISASCIENCE,TOT,2009,527.0
623,Belgium,BEL,2009,37757.28209,BEL,PISAMATH,BOY,2009,526.0
624,Belgium,BEL,2009,37757.28209,BEL,PISAMATH,GIRL,2009,504.0
625,Belgium,BEL,2009,37757.28209,BEL,PISAMATH,TOT,2009,515.0
626,Belgium,BEL,2009,37757.28209,BEL,PISAREAD,BOY,2009,493.0
627,Belgium,BEL,2009,37757.28209,BEL,PISAREAD,GIRL,2009,520.0
628,Belgium,BEL,2009,37757.28209,BEL,PISAREAD,TOT,2009,506.0
629,Belgium,BEL,2009,37757.28209,BEL,PISASCIENCE,BOY,2009,510.0
630,Belgium,BEL,2009,37757.28209,BEL,PISASCIENCE,GIRL,2009,503.0
631,Belgium,BEL,2009,37757.28209,BEL,PISASCIENCE,TOT,2009,507.0
632,Brazil,BRA,2009,13288.43548,BRA,PISAMATH,BOY,2009,394.0
633,Brazil,BRA,2009,13288.43548,BRA,PISAMATH,GIRL,2009,379.0
634,Brazil,BRA,2009,13288.43548,BRA,PISAMATH,TOT,2009,386.0
635,Brazil,BRA,2009,13288.43548,BRA,PISAREAD,BOY,2009,397.0
636,Brazil,BRA,2009,13288.43548,BRA,PISAREAD,GIRL,2009,425.0
637,Brazil,BRA,2009,13288.43548,BRA,PISAREAD,TOT,2009,412.0
638,Brazil,BRA,2009,13288.43548,BRA,PISASCIENCE,BOY,2009,407.0
639,Brazil,BRA,2009,13288.43548,BRA,PISASCIENCE,GIRL,2009,404.0
640,Brazil,BRA,2009,13288.43548,BRA,PISASCIENCE,TOT,2009,405.0
641,Canada,CAN,2009,38797.38505,CAN,PISAMATH,BOY,2009,533.0
642,Canada,CAN,2009,38797.38505,CAN,PISAMATH,GIRL,2009,521.0
643,Canada,CAN,2009,38797.38505,CAN,PISAMATH,TOT,2009,527.0
644,Canada,CAN,2009,38797.38505,CAN,PISAREAD,BOY,2009,507.0
645,Canada,CAN,2009,38797.38505,CAN,PISAREAD,GIRL,2009,542.0
646,Canada,CAN,2009,38797.38505,CAN,PISAREAD,TOT,2009,524.0
647,Canada,CAN,2009,38797.38505,CAN,PISASCIENCE,BOY,2009,531.0
648,Canada,CAN,2009,38797.38505,CAN,PISASCIENCE,GIRL,2009,526.0
649,Canada,CAN,2009,38797.38505,CAN,PISASCIENCE,TOT,2009,529.0
650,Switzerland,CHE,2009,51769.03029,CHE,PISAMATH,BOY,2009,544.0
